Gene name	Transcript length (including UTRs and CDS)
ZNF37BP	1352
ZNF37BP	1695
ZNF37BP	2929
CHD8	7422
CHD8	8471
CHD8	1146
CHD8	7314
CHD8	7422
CHD8	8163
CHD8	8259
CHD8	1174
CHD8	5458
CHD8	918
CHD8	6144
CHD8	578
CHD8	1343
CHD8	5001
CHD8	3613
CHD8	735
CHD8	2818
CHD8	1104
CHD8	2815
CHD8	5583
CHD8	1852
CHD8	543
CHD8	633
CHD8	416
CHD8	8229
UPF3A	2387
UPF3A	494
UPF3A	2235
UPF3A	1210
UPF3A	699
UPF3A	965
UPF3A	748
UPF3A	937
UPF3A	2423
UPF3A	678
UPF3A	423
UPF3A	1791
AC093724.2	1027
AC005498.3	2045
AL161747.1	358
AC011921.3	361
RPL10P5	639
PHLDB3	1526
PHLDB3	2591
PHLDB3	696
PHLDB3	547
PHLDB3	366
PHLDB3	2286
PHLDB3	808
PHLDB3	627
PHLDB3	546
LINC00681	504
AKIRIN2	1662
AKIRIN2	413
AC093752.3	901
AKAP8L	2146
AKAP8L	2113
AKAP8L	1933
AKAP8L	2251
AKAP8L	2749
AKAP8L	679
AKAP8L	796
AKAP8L	790
AKAP8L	906
AKAP8L	1453
AKAP8L	689
AKAP8L	531
AKAP8L	608
AKAP8L	514
AKAP8L	929
AKAP8L	470
AKAP8L	553
AKAP8L	583
AKAP8L	548
AKAP8L	583
AP001043.2	288
HRH2	2561
HRH2	4225
HRH2	4067
HRH2	1080
AL365436.2	526
MED22	4367
MED22	1437
MED22	3867
MED22	3886
MED22	879
MED22	987
MED22	560
MED22	532
MED22	561
MED22	491
AC007622.2	567
AC007622.2	1680
AP001042.1	487
ZFP28	4096
ZFP28	3475
ZFP28	452
ZFP28	533
ZFP28	584
RPL31P11	1558
RPL31P11	372
PPM1M	770
PPM1M	2121
PPM1M	2429
PPM1M	1790
PPM1M	2285
PPM1M	560
PPM1M	1458
PPM1M	398
PPM1M	2193
PARP1	3958
PARP1	3165
PARP1	830
PARP1	416
PARP1	438
PARP1	628
PARP1	542
PARP1	553
PARP1	570
PARP1	477
AC012485.2	982
TNF	1676
AC012485.3	2424
AL451067.1	394
AL451067.1	758
APPBP2	6478
APPBP2	1705
APPBP2	3558
APPBP2	889
APPBP2	525
APPBP2	447
AC012485.1	2509
AC012485.1	1448
LINC02174	553
SNX3	1755
SNX3	1072
SNX3	1537
SNX3	890
AC005076.1	769
AC005076.1	338
AL359742.1	540
HES6	1454
HES6	1600
HES6	1286
HES6	863
HES6	474
HES6	738
HES6	528
HES6	512
HES6	530
AC073135.1	775
ATRNL1	1701
ATRNL1	1818
ATRNL1	932
ATRNL1	1583
ATRNL1	8479
ATRNL1	6121
ATRNL1	311
ATRNL1	648
ATRNL1	569
ATRNL1	768
ATRNL1	529
RTP5	2602
RTP5	2296
NTAN1P1	646
AC016042.1	6449
AC073111.5	2582
AC073111.5	576
AC073111.5	559
AC073111.5	1167
AC073111.5	521
AC073111.5	859
AC073111.5	571
AC004973.1	635
AC073111.4	582
AC073111.4	585
MRPS17P9	393
SEMA4A	1057
SEMA4A	531
SEMA4A	975
SEMA4A	3137
SEMA4A	658
SEMA4A	3300
SEMA4A	2981
SEMA4A	897
SEMA4A	3249
SEMA4A	2405
SEMA4A	1478
SEMA4A	465
SEMA4A	608
SEMA4A	993
SEMA4A	576
SEMA4A	3135
AC084121.2	264
ZNF775	2257
ZNF775	675
AC084121.4	221
AC134684.6	218
AC134684.1	264
OR7E157P	911
AC034159.1	583
KRT8P44	1350
PACRG-AS1	2192
AC097486.1	210
LINC02382	614
HSP90AA6P	306
HSP90AA6P	735
AL137182.1	1704
PGRMC1	1911
PGRMC1	1762
AL355340.1	344
PWP1	2621
PWP1	851
PWP1	569
PWP1	1722
PWP1	543
OR2B3	1106
KIAA1210	7824
AC009139.1	652
AC009139.1	1178
AC091393.1	598
EPHX2	3140
EPHX2	574
EPHX2	1923
EPHX2	1600
EPHX2	2038
EPHX2	2064
EPHX2	1959
EPHX2	582
EPHX2	935
EPHX2	565
EPHX2	488
EPHX2	557
SPAG9	8273
SPAG9	681
SPAG9	4949
SPAG9	4659
SPAG9	4761
SPAG9	828
SPAG9	822
SPAG9	943
SPAG9	750
SPAG9	2523
SPAG9	2369
SPAG9	558
SPAG9	848
SPAG9	728
SPAG9	292
SPAG9	627
SPAG9	522
SPAG9	554
SPAG9	686
SPAG9	1298
SPAG9	528
SPAG9	8246
NOTCH4	6745
NOTCH4	5267
NOTCH4	3075
NOTCH4	564
NOTCH4	1632
LINC02081	732
LINC02081	2016
LINC02081	1664
LINC02081	1540
LINC02081	862
LINC02081	1035
LINC02081	930
LINC02081	660
LINC02081	948
LINC02081	860
LINC02081	850
LINC02081	828
LINC02081	500
LINC02081	870
LINC02081	734
LINC02081	2246
LINC02081	1142
LINC02081	1141
LINC02081	1154
LINC02081	1134
LINC02081	1006
LINC02081	1083
LINC02081	788
LINC02081	599
AL391099.1	187
AC005920.2	332
FAM149A	2011
FAM149A	568
FAM149A	1962
FAM149A	716
FAM149A	570
FAM149A	586
FAM149A	1791
FAM149A	557
FAM149A	1408
FAM149A	2708
FAM149A	1990
FAM149A	2070
FAM149A	695
FAM149A	633
FAM149A	514
FAM149A	775
FAM149A	2997
FAM149A	1815
FCGR2B	1440
FCGR2B	1472
FCGR2B	2115
FCGR2B	4680
FCGR2B	2171
SCAI	12079
SCAI	1808
SCAI	1968
SCAI	691
SCAI	562
SCAI	483
SCAI	546
GPSM3	1460
GPSM3	1417
GPSM3	1476
GPSM3	1456
GPSM3	1177
AL118557.1	440
RPL11P3	523
AC063965.1	499
AC025284.1	579
SFXN1	572
SFXN1	4231
SFXN1	592
SFXN1	527
SFXN1	569
SFXN1	637
SFXN1	2611
SFXN1	597
SFXN1	796
SFXN1	641
SFXN1	453
SFXN1	551
AC069306.1	843
APOBEC3AP1	287
YWHAEP4	198
FCAR	609
FCAR	1432
FCAR	1063
FCAR	628
FCAR	1483
FCAR	830
FCAR	608
FCAR	537
FCAR	828
FCAR	754
FCAR	762
FCAR	876
FCAR	654
NPY2R	3626
NPY2R	3518
SETP17	817
AL831711.1	569
ZNF667	5250
ZNF667	4390
ZNF667	3832
ZNF667	3921
ZNF667	567
ZNF667	522
ZNF667	3593
ZNF667	3265
SEPT14P2	183
CICP10	198
CYP21A2	2118
CYP21A2	589
CYP21A2	2134
CYP21A2	1947
CYP21A2	2108
CYP21A2	2162
CYP21A2	600
CYP21A2	580
CYP21A2	579
CYP21A2	1939
TBCCD1	2441
TBCCD1	2186
TBCCD1	483
TBCCD1	1158
TBCCD1	460
TBCCD1	3058
AC006037.2	2232
SEC22B2	573
AC113346.2	457
AK4P5	634
VPS9D1	2791
VPS9D1	2748
VPS9D1	775
VPS9D1	838
VPS9D1	178
VPS9D1	694
VPS9D1	459
AC009901.2	240
KIF5C	3632
KIF5C	505
KIF5C	2868
KIF5C	2295
KIF5C	2201
PRPF40B	912
PRPF40B	803
PRPF40B	531
PRPF40B	742
PRPF40B	1861
PRPF40B	583
PRPF40B	3307
PRPF40B	2059
PRPF40B	3602
PRPF40B	1061
PRPF40B	3154
PRPF40B	455
PRPF40B	455
PRPF40B	697
PRPF40B	630
PRPF40B	923
NANOGP9	892
LINC02033	492
LINC02033	971
PHBP4	837
LILRP2	2127
LILRP2	1383
AC090132.2	347
WFIKKN1	4878
WFIKKN1	2028
TMEM251P1	318
EP300-AS1	457
CNDP1	2215
CNDP1	646
CNDP1	4111
CNDP1	551
CNDP1	1511
CNDP1	485
CNDP1	3641
AC079174.1	312
PPP1R2B	1991
AC004466.1	1080
MMP20	1956
MMP20	532
MMP20	662
CACNB1	3742
CACNB1	5308
CACNB1	1753
CACNB1	1889
CACNB1	406
CACNB1	563
CACNB1	575
CACNB1	588
CACNB1	599
CACNB1	525
CACNB1	427
CACNB1	3722
AC044839.3	860
HMGN2	320
HMGN2	1030
HMGN2	1045
HMGN2	565
HMGN2	853
HMGN2	932
HMGN2	1191
HMGN2	952
HMGN2	1496
HMGN2	1148
AC012070.1	427
ZNF10	546
ZNF10	648
ZNF10	4441
ZNF10	559
ZNF10	590
ZNF10	531
ZNF10	472
ZNF10	2169
ZNF10	1967
ZNF10	711
AC135050.5	543
AC233263.3	1963
CYSTM1	1336
CYSTM1	665
CYSTM1	588
CYSTM1	813
CYSTM1	462
HLA-P	734
PGM2L1	8515
PGM2L1	663
EPGN	1196
EPGN	630
EPGN	847
EPGN	312
EPGN	339
EPGN	312
EPGN	222
EPGN	285
EPGN	738
AC235565.1	1416
AP001372.4	472
CYCSP27	293
IGHV1-14	241
IGIP	3458
AC092656.1	2097
AC092656.1	998
AC092656.1	423
AC010528.1	739
VSIG2	1148
VSIG2	1191
COLGALT1	3704
COLGALT1	552
COLGALT1	546
COLGALT1	654
COLGALT1	737
COLGALT1	2941
LANCL1	4781
LANCL1	4503
LANCL1	4602
LANCL1	1647
LANCL1	1270
LANCL1	441
LANCL1	808
LANCL1	590
LANCL1-AS1	864
LANCL1-AS1	476
LANCL1-AS1	714
RASL11B	1995
RASL11B	661
RASL11B	1733
CDK15	1437
CDK15	1780
CDK15	544
CDK15	1635
CDK15	1828
CDK15	3659
CDK15	2240
CDK15	570
CDK15	514
AC078865.1	562
AC092681.1	291
LINC00427	430
AL392172.1	543
AL392172.1	556
AL392172.1	385
AL392172.1	362
AL392172.1	768
AL392172.1	577
AL392172.1	130
AL392172.1	517
AL392172.1	216
AL392172.1	445
AL392172.1	548
AL392172.1	549
AC010476.1	851
LILRP2	2127
LILRP2	1383
VWF	8838
VWF	535
VWF	556
VWF	475
VWF	688
VWF	1326
VWF	709
VWF	745
VWF	579
AIDA	3008
AIDA	4050
AIDA	837
AIDA	1072
AIDA	880
AIDA	717
LINC01708	859
LINC01708	611
LINC01708	442
AC008014.1	829
AC008014.1	281
AC008014.1	1569
SLC6A21P	369
MYL1	870
MYL1	1065
MYL1	702
MYL1	687
TARID	753
TARID	2960
TARID	577
TARID	548
TARID	726
TARID	244
TARID	4676
TARID	4294
TARID	4207
TARID	4067
TARID	4894
TLR4	2955
TLR4	4048
TLR4	12853
TLR4	5432
TLR4	539
ZDHHC13	458
ZDHHC13	2445
ZDHHC13	2283
ZDHHC13	6304
ZDHHC13	433
ZDHHC13	842
ZDHHC13	522
ZDHHC13	1279
SNIP1	4605
SNIP1	2761
SNIP1	931
SNIP1	546
PLCD3	6107
PLCD3	648
PLCD3	870
PLCD3	495
PLCD3	288
PLCD3	591
PLCD3	560
PLCD3	347
PLCD3	221
PLCD3	595
PLCD3	546
PLCD3	503
AC008669.1	2178
DCAF4	2024
DCAF4	1940
DCAF4	1872
DCAF4	2360
DCAF4	1521
DCAF4	2374
DCAF4	553
DCAF4	560
DCAF4	580
DCAF4	544
DCAF4	560
DCAF4	2896
DCAF4	565
DCAF4	524
DCAF4	579
SLC38A2	4888
SLC38A2	4384
SLC38A2	2802
SLC38A2	528
SLC38A2	601
SLC38A2	578
SLC38A2	583
SLC38A2	865
SLC38A2	566
SLC38A2	576
SLC38A2	847
SLC38A2	526
SLC38A2	846
SLC38A2	1221
ZMYND11	762
ZMYND11	2150
ZMYND11	2065
ZMYND11	4229
ZMYND11	1664
ZMYND11	3950
ZMYND11	1687
ZMYND11	659
ZMYND11	2709
ZMYND11	1859
ZMYND11	581
ZMYND11	603
ZMYND11	3898
ZMYND11	4138
ZMYND11	4228
ZMYND11	3914
ZMYND11	4066
RFPL4A	1035
PRELID3BP1	540
U51244.1	374
AC096644.3	338
AP001120.1	3710
AC096644.4	2912
AP001120.2	296
MDC1-AS1	738
KIR2DL5A	1596
KF455155.1	303
FEM1C	5816
CCT5P1	1618
IGHJ3	49
NCRNA00250	519
ARNTL2	6785
ARNTL2	1954
ARNTL2	1861
ARNTL2	1888
ARNTL2	1843
ARNTL2	2291
ARNTL2	1959
ARNTL2	303
ARNTL2	1720
PKMP3	715
AC096745.1	370
AL158050.2	568
DDX39B-AS1	516
DDX39B-AS1	454
AC064853.2	279
AC138028.1	2137
AC138028.1	1900
POMK	564
POMK	1865
POMK	1527
AC239802.2	554
IGHG1	2619
IGHG1	1128
IGHG1	1022
MMP21	1919
NFKBIL1	1411
NFKBIL1	1478
NFKBIL1	1401
NFKBIL1	554
NFKBIL1	700
TMEM131	7476
TMEM131	6640
TMEM131	602
TMEM131	569
TMEM131	426
TMEM131	637
TMEM131	1105
TMEM131	565
TMEM131	568
AC073957.1	535
SNX16	3032
SNX16	1853
SNX16	669
SNX16	809
SNX16	682
SNX16	804
SNX16	742
SNX16	880
SNX16	691
SNX16	577
SNX16	3452
SNX16	1918
FRMD6	563
FRMD6	4768
FRMD6	535
FRMD6	759
FRMD6	510
FRMD6	564
FRMD6	4828
FRMD6	2972
FRMD6	569
FRMD6	624
FRMD6	4176
FRMD6	495
FRMD6	564
FRMD6	527
FRMD6	685
FRMD6	5123
FRMD6	573
FRMD6	1679
AL160269.1	2000
AL160269.1	2599
AL160269.1	3333
LINC00445	376
LINC00445	643
AL392088.1	670
ZC3H12A	2684
ZC3H12A	2721
ZC3H12A	593
ZC3H12A	395
ING5	4199
ING5	415
ING5	822
ING5	5196
ING5	2376
ING5	543
ING5	946
ING5	662
ING5	920
ING5	351
ING5	1136
ING5	400
ING5	285
RPS29P6	145
AL449403.2	2662
AL449403.2	2586
GPATCH2	5851
GPATCH2	715
GPATCH2	442
GPATCH2	343
GPATCH2	3218
ZNF784	2021
ZNF784	1559
CCDC187	10126
CCDC187	3918
CCDC187	3158
CCDC187	3543
CCDC187	1802
AL157829.1	2075
PSG1	2047
PSG1	2830
PSG1	1692
PSG1	1903
PSG1	1722
PSG1	1882
PSG1	2276
PSG1	725
PSG1	757
PSG1	571
PSG1	754
NOXA1	1678
NOXA1	1464
AC084866.1	554
AC245389.1	529
DEFB109B	264
KIR3DL2	1863
KIR3DL2	1546
AC010378.1	362
SPATS2	675
SPATS2	570
SPATS2	546
SPATS2	527
SPATS2	2781
SPATS2	558
SPATS2	570
SPATS2	552
SPATS2	643
SPATS2	1061
SPATS2	3320
SPATS2	3158
SPATS2	720
SPATS2	2993
SPATS2	505
SPATS2	564
SPATS2	1810
SPATS2	465
SPATS2	701
SPATS2	727
SPATS2	562
SPATS2	275
SPATS2	441
NPAS3	2718
NPAS3	2817
NPAS3	5847
NPAS3	2926
NPAS3	2802
NPAS3	2763
NPAS3	2531
NPAS3	622
NPAS3	1002
NPAS3	464
NPAS3	340
NPAS3	473
NPAS3	634
AC091959.3	3311
PSORS1C2	1152
LINC01731	420
AC245100.3	285
AL121579.2	590
AURKAP2	333
HMGB1P14	591
RNF123	4311
RNF123	2670
RNF123	4506
RNF123	531
RNF123	481
RNF123	4564
RNF123	5882
RNF123	557
RNF123	889
RNF123	1555
RNF123	442
RNF123	606
RNF123	746
RNF123	207
AL121579.1	305
UBA52P3	382
CASC4P1	1312
LINC00216	1126
LINC00216	1115
CEP135	2092
CEP135	583
CEP135	5562
CEP135	1399
CEP135	5129
ZNF781	3147
ZNF781	2148
ZNF781	527
ZNF781	403
ESRRAP1	1257
MRPS31P2	518
ACTR10	1602
ACTR10	2419
ACTR10	1517
ACTR10	705
ACTR10	603
ACTR10	540
ACTR10	484
ACTR10	1544
ACTR10	625
ACTR10	1584
ACTR10	523
ACTR10	499
ACTR10	489
ACTR10	462
ACTR10	780
ACTR10	687
LINC00350	961
LINC00350	422
UHRF1BP1	9570
UHRF1BP1	4706
HNRNPA1P19	370
COX6B1	667
COX6B1	474
COX6B1	661
COX6B1	435
COX6B1	290
CLN3	1284
CLN3	3832
CLN3	1876
CLN3	790
CLN3	1841
CLN3	1720
CLN3	3081
CLN3	1608
CLN3	1957
CLN3	1469
CLN3	1430
CLN3	1968
CLN3	3867
CLN3	1679
CLN3	1753
CLN3	2018
CLN3	1946
CLN3	1292
CLN3	2969
CLN3	1577
CLN3	759
CLN3	1837
CLN3	1452
CLN3	1616
CLN3	1606
CLN3	1318
CLN3	1183
CLN3	1224
CLN3	931
CLN3	1109
CLN3	1228
CLN3	1225
CLN3	1173
CLN3	1536
CLN3	1404
CLN3	1168
CLN3	1684
CLN3	2289
CLN3	1326
CLN3	801
CLN3	1084
CLN3	758
CLN3	1159
CLN3	1011
CLN3	1409
CLN3	688
CLN3	461
CLN3	634
CLN3	650
CLN3	769
CLN3	495
CLN3	764
CLN3	969
CLN3	557
CLN3	582
CLN3	975
CLN3	565
CLN3	544
CLN3	551
CLN3	616
CLN3	570
CLN3	533
CLN3	1083
CLN3	1586
AL138880.2	239
IFI35	1241
IFI35	1232
IFI35	747
IFI35	383
IFI35	595
IFI35	463
IFI35	525
IFI35	386
RUNX2-AS1	1513
ZNF592	8131
ZNF592	3910
ZNF592	208
ZNF592	7863
AC022432.1	310
NUDT19P4	585
AC010620.2	313
AL096865.1	927
AC245100.2	1679
AC233992.1	444
PPIAL4G	3856
ZNF493	546
ZNF493	5023
ZNF493	496
ZNF493	1536
ZNF493	4386
ZNF493	1665
ZNF493	1769
ZNF493	616
ZNF493	2660
RUNX2	1475
RUNX2	464
RUNX2	1770
RUNX2	5538
RUNX2	5698
RUNX2	1588
RUNX2	2256
RUNX2	283
RUNX2	2308
RUNX2	5877
RUNX2	5390
RUNX2	1458
RUNX2	5487
ZNF540	3147
ZNF540	2349
ZNF540	576
ZNF540	575
ZNF540	3099
ZNF540	563
ZNF540	2038
ZNF540	564
ZNF540	3073
ZNF540	3106
AC245100.1	1234
AC245100.1	1331
HSF1	2105
HSF1	2142
HSF1	775
HSF1	561
HSF1	3451
HSF1	659
HSF1	646
HSF1	684
HSF1	2336
HSF1	364
HSF1	493
HSF1	552
HSF1	1724
HSF1	935
AC245100.8	1056
AC245100.8	1058
PPP1R42	369
PPP1R42	531
PPP1R42	465
PPP1R42	491
PPP1R42	1282
PPP1R42	499
PPP1R42	426
PPP1R42	1084
PPP1R42	429
PPP1R42	400
PPP1R42	610
PPP1R42	470
PPP1R42	462
AC245100.5	331
RAB11FIP3	4831
RAB11FIP3	3550
RAB11FIP3	804
RAB11FIP3	585
RAB11FIP3	580
RAB11FIP3	558
RAB11FIP3	529
RAB11FIP3	669
RAB11FIP3	514
RAB11FIP3	329
RAB11FIP3	3203
AC245100.9	140
AC245100.6	1918
AC245100.7	442
LINC01138	1143
LINC01138	1395
LINC01138	1709
LINC01138	1140
LINC01138	2212
LINC01138	1521
LINC01138	1534
LINC01138	1050
LINC01138	820
LINC01138	531
PSMB8-AS1	1267
PSMB8-AS1	958
PSMB8-AS1	937
PSMB8-AS1	996
PSMB8-AS1	1015
PSMB8-AS1	886
ACTG1P1	1129
AC046134.1	666
RBP1	462
RBP1	898
RBP1	516
RBP1	1935
RBP1	1072
RBP1	1487
RBP1	667
KIR2DL4	1539
ZNF429	831
ZNF429	2233
ZNF429	681
ZNF429	1043
ZNF429	532
ZNF429	375
ZNF429	538
ZNF429	1484
ZNF429	1889
AL133216.2	7213
AL133216.2	349
AC245100.4	1082
AC245100.4	1342
AC245100.4	1357
AC245100.4	1555
AC245100.4	994
AC245100.4	1555
AC245100.4	1082
PSMB9	792
PSMB9	439
PSMB9	2676
PSMB9	782
PSMB9	730
KANK4	2080
KANK4	4665
KANK4	3023
KANK4	2103
AC012291.1	429
AC245884.3	218
LENG9	1916
LENG8-AS1	871
LENG8-AS1	582
LENG8-AS1	464
AC018797.2	883
RPL6P7	853
PLCH1-AS2	408
TAF11	1945
TAF11	1580
TAF11	1465
AC108729.1	947
LY6G5B	1903
LY6G5B	2589
LY6G5B	1870
ZNF738	2442
ZNF738	1142
ZNF738	747
ZNF738	1021
ZNF738	1086
AC108729.3	108
VWA3A	581
VWA3A	593
VWA3A	2379
VWA3A	2336
VWA3A	4600
VWA3A	2513
VWA3A	478
VWA3A	861
RBP2	694
RBP2	489
RBP2	180
UBE2D3	3990
UBE2D3	2368
UBE2D3	2227
UBE2D3	4819
UBE2D3	2389
UBE2D3	1977
UBE2D3	1087
UBE2D3	711
UBE2D3	896
UBE2D3	838
UBE2D3	578
UBE2D3	440
UBE2D3	660
UBE2D3	527
UBE2D3	577
UBE2D3	574
UBE2D3	587
UBE2D3	743
UBE2D3	582
UBE2D3	601
UBE2D3	680
UBE2D3	547
UBE2D3	593
UBE2D3	568
UBE2D3	599
UBE2D3	484
UBE2D3	584
UBE2D3	662
UBE2D3	604
UBE2D3	702
UBE2D3	584
UBE2D3	4166
UBE2D3	3472
TDG	3251
TDG	824
TDG	862
TDG	1602
TDG	1387
TDG	923
TDG	1139
TDG	1277
TDG	1014
TDG	665
AC022148.2	560
CNN3	2165
CNN3	568
CNN3	739
CNN3	792
CNN3	544
CNN3	1902
CNN3	1974
AC110998.1	2053
C1S	3076
C1S	2972
C1S	2635
C1S	2522
C1S	551
C1S	578
C1S	566
C1S	634
C1S	573
C1S	667
C1S	1034
C1S	2550
C1S	661
C1S	766
C1S	528
C1S	557
C1S	541
C1S	950
C1S	832
C1S	452
C1S	2844
AL157938.2	894
AL157938.2	875
AL157938.2	931
AL157938.2	826
AL157938.2	891
AL157938.2	629
AL157938.2	884
AL157938.2	877
AL157938.2	792
AL157938.2	525
AL157938.2	736
AL157938.2	651
AL157938.2	810
AL157938.2	595
ZNF793	1525
ZNF793	1488
ZNF793	625
ZNF793	4549
ZNF793	3869
ZNF793	1915
ZNF793	409
ZNF793	1240
ZNF793	6712
ZNF793	4073
CAPZA3	1087
AC097103.1	273
AC010615.3	394
GPANK1	2793
GPANK1	1910
GPANK1	1598
GPANK1	1800
GPANK1	1814
GPANK1	986
GPANK1	802
GPANK1	822
GPANK1	751
GPANK1	627
AC097103.2	602
AC097103.2	551
AC097103.2	482
AC097103.2	569
AC097103.2	567
AC097103.2	588
AC097103.2	494
SHC2	2494
SHC2	1691
SHC2	1551
SHC2	816
SHC2	951
SHC2	632
RPL7P6	738
AC123912.5	343
MEF2BNBP1	330
AC123912.6	315
ZNF430	3923
ZNF430	595
ZNF430	536
ZNF430	502
ZNF430	3021
ZNF430	476
PSMB8	835
PSMB8	1025
PSMB8	1124
PSMB8	1351
PSMB8	2373
PSMB8	1153
TAP1	2542
TAP1	2959
TAP1	1319
TAP1	2170
TAP1	1992
TAP1	1031
ARMH4	233
ARMH4	6495
ARMH4	1748
ARMH4	2380
ARMH4	557
ARMH4	572
ADGRG1	563
ADGRG1	590
ADGRG1	553
ADGRG1	574
ADGRG1	602
ADGRG1	841
ADGRG1	548
ADGRG1	3655
ADGRG1	3852
ADGRG1	4254
ADGRG1	555
ADGRG1	533
ADGRG1	534
ADGRG1	1016
ADGRG1	3741
ADGRG1	563
ADGRG1	571
ADGRG1	507
ADGRG1	937
ADGRG1	451
ADGRG1	567
ADGRG1	594
ADGRG1	487
ADGRG1	622
ADGRG1	536
ADGRG1	4042
ADGRG1	592
ADGRG1	545
ADGRG1	560
ADGRG1	593
ADGRG1	690
ADGRG1	3925
ADGRG1	804
ADGRG1	3858
ADGRG1	944
ADGRG1	896
ADGRG1	568
ADGRG1	640
ADGRG1	591
ADGRG1	547
ADGRG1	594
ADGRG1	565
ADGRG1	551
ADGRG1	593
ADGRG1	579
ADGRG1	478
ADGRG1	582
ADGRG1	548
ADGRG1	576
ADGRG1	575
ADGRG1	720
ADGRG1	315
ADGRG1	572
ADGRG1	2688
ADGRG1	618
ADGRG1	632
ADGRG1	558
ADGRG1	699
ADGRG1	558
ADGRG1	3820
ADGRG1	560
ADGRG1	525
ADGRG1	563
ADGRG1	586
ADGRG1	554
ADGRG1	586
ADGRG1	855
ADGRG1	536
ADGRG1	578
ADGRG1	734
ADGRG1	601
ADGRG1	533
ADGRG1	523
ADGRG1	545
ADGRG1	602
ADGRG1	561
ADGRG1	3860
AL034546.1	3693
AL161631.1	486
ALS2	6644
ALS2	3242
ALS2	727
ALS2	4895
ALS2	537
ALS2	505
ALS2	2981
ALS2	2677
ALS2	768
ALS2	571
ALS2	559
ALS2	491
RPS7P14	583
ACNATP	1225
AC092802.2	498
AC092802.2	371
AC092802.2	213
AC092802.2	262
AC092802.2	526
AC092802.2	355
AC092035.1	390
VAV3	4990
VAV3	4510
VAV3	1374
VAV3	1423
VAV3	1293
VAV3	2552
VAV3	549
VAV3	545
VAV3	549
VAV3	578
VAV3	546
VAV3	2487
VAV3	2271
VAV3	543
VAV3	575
TMEM56-RWDD3	1491
TMEM56-RWDD3	680
KRT18P12	1273
SULT1C2P2	294
AL929236.1	518
BCL2L14	1850
BCL2L14	546
BCL2L14	1927
BCL2L14	574
BCL2L14	1320
BCL2L14	598
BCL2L14	762
BCL2L14	548
BCL2L14	561
BCL2L14	1897
BCL2L14	1886
BCL2L14	2039
BCL2L14	583
BCL2L14	1247
SULT1C2P1	1875
SULT1C2P1	459
CACNA1D	6856
CACNA1D	8056
CACNA1D	6868
CACNA1D	7723
CACNA1D	8991
CACNA1D	670
CACNA1D	6414
CACNA1D	6441
CACNA1D	5673
CACNA1D	4349
CACNA1D	791
CACNA1D	493
CACNA1D	5667
CACNA1D	838
CACNA1D	216
CACNA1D	890
CACNA1D	710
CACNA1D	575
CACNA1D	850
CACNA1D	1830
CACNA1D	669
CACNA1D	3978
CACNA1D	850
CACNA1D	1600
CACNA1D	4394
CACNA1D	1526
CACNA1D	1749
CACNA1D	4212
CACNA1D	548
CACNA1D	2854
CACNA1D	1987
ZFP30	444
ZFP30	6090
ZFP30	4440
ZFP30	572
ZFP30	583
ZFP30	549
ZFP30	557
ZFP30	521
ZFP30	598
ZFP30	673
ZFP30	584
CPA4	2817
CPA4	555
CPA4	546
CPA4	1026
CPA4	535
CPA4	568
CPA4	551
CPA4	1512
CPA4	2788
CPA4	568
CPA4	551
CPA4	2718
PSMA3-AS1	2475
PSMA3-AS1	1039
PSMA3-AS1	903
PSMA3-AS1	579
PSMA3-AS1	741
PSMA3-AS1	1983
PSMA3-AS1	839
PSMA3-AS1	604
PSMA3-AS1	2360
PSMA3-AS1	398
PSMA3-AS1	555
PSMA3-AS1	507
PSMA3-AS1	446
PSMA3-AS1	597
PAPOLG	4263
PAPOLG	4193
PAPOLG	3511
PAPOLG	3324
PAPOLG	539
PAPOLG	6074
PAPOLG	686
AC124945.1	188
AC092802.1	2447
AC092802.1	522
AC092905.1	949
RWDD3	1235
RWDD3	1078
RWDD3	549
RWDD3	1294
RWDD3	796
RWDD3	513
RWDD3	1068
CENPF	689
CENPF	10307
CENPF	345
CENPF	1427
CENPF	734
CENPF	528
MPHOSPH8	4235
MPHOSPH8	1048
MPHOSPH8	367
MPHOSPH8	717
MPHOSPH8	583
CSNK2B	1061
CSNK2B	948
CSNK2B	1792
CSNK2B	579
CSNK2B	785
CSNK2B	932
CSNK2B	2487
CSNK2B	908
CSNK2B	936
CSNK2B	826
CSNK2B	1255
CSNK2B	1181
AL359183.1	2132
BNIP3P25	559
SCDP1	1081
AC123912.3	1367
AC010615.1	1764
ASB12	1289
AC010615.2	566
AC010615.2	832
AC010615.2	4690
AC010615.2	830
AC010615.2	929
AC010615.2	556
UPK1A	1016
UPK1A	1223
UPK1A	1268
UPK1A	1366
RBM22P4	1240
AC092802.3	420
PPIAP62	481
TMEM56	6822
TMEM56	992
TMEM56	609
TMEM56	349
AC126365.2	379
TOR4A	4148
AC126365.1	1514
VN1R81P	372
BX255925.2	515
ZNF714	577
ZNF714	800
ZNF714	649
ZNF714	6812
ZNF714	647
ZNF714	2562
ZNF714	2696
ZNF714	2671
ZNF714	2066
ZNF714	898
AC092650.2	902
AC092650.1	1808
AC092650.1	974
AC092650.1	1353
H3F3AP3	407
ZNF181	499
ZNF181	2791
ZNF181	3589
ZNF181	567
ZNF181	498
ZNF181	2265
ZNF181	5086
BX255925.1	1854
PPIAP15	484
LINC01205	1493
LINC01205	1331
NRARP	1770
SMARCA2	162
